rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3035,10873260,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.852968845,4.98E-06,-4.98E-06,171.181624,6.50E-04,-6.50E-04,0.316,0.064,-0.316,4.5973,0.0315,-0.0315,1.15E+03,8.70E+00,-8.70E+00,3.46,1.13E+00,-3.80E-01,1056,,,293.93,289.95,-90.07,152.4,1,q1_q17_dr25_tce,6050,181,-199,4.45,0.07,-0.21,1.013,0.333,-0.111,296.38553,48.233452,14.434
3036,10965008,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,0.921,0,0,0,0,81.1701587,3.84E-04,-3.84E-04,178.58702,3.30E-03,-3.30E-03,0.875,0.038,-0.595,8.358,0.216,-0.216,1.18E+03,2.63E+01,-2.63E+01,4.71,8.10E-01,-8.90E-01,436,,,8.55,3.89,-3.19,51,1,q1_q17_dr25_tce,5460,81,-65,4.263,0.186,-0.124,1.165,0.2,-0.22,286.02402,48.43177,14.499
3037,11073351,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.820190603,3.59E-06,-3.59E-06,170.787705,9.73E-04,-9.73E-04,0.614,0.266,-0.417,2.554,0.0354,-0.0354,4.68E+02,8.40E+00,-8.40E+00,2.53,4.00E-01,-2.70E-01,1367,,,824.92,343.24,-199.16,64.2,1,q1_q17_dr25_tce,5831,78,-78,4.359,0.095,-0.116,1.121,0.178,-0.118,285.79068,48.683262,14.665
3038,11090765,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.21712312,6.19E-05,-6.19E-05,171.64936,2.31E-03,-2.31E-03,0.89,0.012,-0.644,5.89,0.16,-0.16,6.36E+02,1.30E+01,-1.30E+01,2.97,9.90E-01,-3.30E-01,706,,,58.63,57.34,-18.18,56.2,1,q1_q17_dr25_tce,6191,169,-206,4.438,0.07,-0.21,1.007,0.335,-0.112,294.95145,48.651192,14.56
3040,9570741,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.77980122,4.67E-05,-4.67E-05,175.96934,2.34E-03,-2.34E-03,0.025,0.413,-0.025,4.0369,0.074,-0.074,5.41E+02,1.58E+01,-1.58E+01,2.11,6.20E-01,-2.00E-01,713,,,60.96,52.21,-17.01,39.4,1,q1_q17_dr25_tce,5941,160,-178,4.519,0.048,-0.204,0.911,0.266,-0.089,282.7868,46.244991,14.608
3041,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.03490255,2.39E-05,-2.39E-05,171.60491,1.30E-03,-1.30E-03,0.66,0.037,-0.486,3.638,0.0598,-0.0598,8.52E+02,1.59E+01,-1.59E+01,2.41,3.20E-01,-2.80E-01,641,,,39.97,17.47,-11.97,60.9,1,q1_q17_dr25_tce,5258,158,-142,4.513,0.095,-0.086,0.785,0.102,-0.091,298.38483,46.276039,14.574
3042,9631762,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.35586478,2.05E-05,-2.05E-05,175.68106,1.60E-03,-1.60E-03,0.178,0.282,-0.178,2.8431,0.0515,-0.0515,6.61E+02,1.55E+01,-1.55E+01,1.92,5.00E-02,-1.10E-01,620,,,34.93,4.12,-6,49.5,1,q1_q17_dr25_tce,4646,74,-83,4.539,0.054,-0.012,0.778,0.019,-0.044,282.45059,46.3214,14.337
3043,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,22.34296483,3.40E-06,-3.40E-06,132.741641,1.28E-04,-1.28E-04,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,5.61E+03,5.30E+00,-5.30E+00,9.99,1.82E+00,-1.50E+00,785,,,89.61,44.96,-30.27,1118.9,1,q1_q17_dr25_tce,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
3044,9782691,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.38840217,3.81E-05,-3.81E-05,174.55377,2.55E-03,-2.55E-03,0.243,0.213,-0.243,3.6949,0.0829,-0.0829,4.38E+02,1.40E+01,-1.40E+01,3.04,4.90E-01,-5.90E-01,979,,,216.55,90.84,-83.63,34.7,1,q1_q17_dr25_tce,5876,79,-79,4.151,0.162,-0.108,1.456,0.233,-0.284,296.4986,46.57724,14.615
3045,11709124,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.5498184,2.35E-05,-2.35E-05,178.946396,9.31E-04,-9.31E-04,0.649,0.168,-0.4,5.5484,0.0746,-0.0746,1.56E+03,1.36E+01,-1.36E+01,4.04,5.40E-01,-4.00E-01,657,,,44.11,17.25,-10.69,123.1,1,q1_q17_dr25_tce,5688,113,-101,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534
3050,12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.931196562,5.35E-06,-5.35E-06,174.796908,7.06E-04,-7.06E-04,0.886,0.019,-0.616,2.4999,0.0528,-0.0528,1.01E+03,1.26E+01,-1.26E+01,2.01,1.20E-01,-1.30E-01,562,,,23.5,4.7,-4.67,90.5,1,q1_q17_dr25_tce,3984,71,-86,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258
3051,11904151,K00072.01,Kepler-10 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,0.837491225,3.03E-07,-3.03E-07,131.574858,2.82E-04,-2.82E-04,0.022,0.388,-0.022,1.796,0.0104,-0.0104,1.90E+02,1.20E+00,-1.20E+00,1.43,8.00E-02,-6.00E-02,1980,,,3630.32,654.58,-443.61,189.5,2,q1_q17_dr25_tce,5676,85,-68,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
3052,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,0.987,0,0,0,0,7.40611676,1.39E-05,-1.39E-05,134.07481,1.46E-03,-1.46E-03,0.077,0.427,-0.077,2.8826,0.0522,-0.0522,4.18E+02,9.10E+00,-9.10E+00,1.37,1.00E-01,-5.00E-02,678,,,49.89,12.82,-6.59,49.6,3,q1_q17_dr25_tce,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
3053,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,21.803708,1.36E-04,-1.36E-04,139.07199,4.94E-03,-4.94E-03,0.568,0.355,-0.354,3.369,0.157,-0.157,2.46E+02,1.44E+01,-1.44E+01,1.11,9.00E-02,-3.00E-02,473,,,11.82,3.03,-1.56,18.5,4,q1_q17_dr25_tce,4799,95,-95,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
3055,3559935,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE,1,0,0,0,0,29.9111886,9.44E-05,-9.44E-05,194.71129,2.51E-03,-2.51E-03,0.041,0.389,-0.041,6.6436,0.0927,-0.0927,9.42E+02,2.11E+01,-2.11E+01,2.9,2.90E-01,-3.50E-01,541,,,20.31,5.7,-5.52,50.8,1,q1_q17_dr25_tce,5275,78,-78,4.397,0.12,-0.08,0.969,0.096,-0.117,295.18292,38.654228,14.424
3057,3966801,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.69581456,5.82E-05,-5.82E-05,188.78889,1.75E-03,-1.75E-03,0.68,0.206,-0.439,4.0251,0.0791,-0.0791,1.13E+03,2.90E+01,-2.90E+01,1.7,2.10E-01,-3.30E-01,314,,,2.3,1.17,-1.1,45.1,1,q1_q17_dr25_tce,3787,163,-204,4.775,0.096,-0.056,0.477,0.061,-0.092,294.71194,39.073761,14.885
3059,11656721,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.64617478,3.41E-05,-3.41E-05,180.34991,2.05E-03,-2.05E-03,0.115,0.342,-0.115,3.4098,0.0651,-0.0651,6.33E+02,1.66E+01,-1.66E+01,2.06,4.70E-01,-1.60E-01,678,,,49.89,33.39,-12.55,43.4,1,q1_q17_dr25_tce,5569,149,-166,4.566,0.038,-0.152,0.829,0.187,-0.067,288.92157,49.762032,14.748
3060,11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.213668926,1.09E-06,-1.09E-06,123.611878,2.74E-04,-2.74E-04,0.021,0.188,-0.021,3.98235,0.00911,-0.00911,7.28E+02,2.50E+00,-2.50E+00,4.13,2.60E-01,-2.30E-01,1515,,,1244.44,229.31,-193.94,346.9,1,q1_q17_dr25_tce,5795,69,-77,4.101,0.033,-0.027,1.545,0.097,-0.087,285.61533,50.13575,12.211
3061,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1,0,0,0,0,8.13121389,1.90E-05,-1.90E-05,137.99254,1.88E-03,-1.88E-03,0.622,0.059,-0.457,4.2386,0.0554,-0.0554,1.12E+02,2.20E+00,-2.20E+00,1.58,6.00E-02,-1.00E-01,1117,,,368.36,47.34,-60.42,55.3,3,q1_q17_dr25_tce,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085,288.68869,41.15118,11.018
3062,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,41.8854433,1.51E-04,-1.51E-04,178.6919,3.01E-03,-3.01E-03,0.917,0.023,-0.625,6.763,0.225,-0.225,6.87E+02,1.55E+01,-1.55E+01,3.28,8.80E-01,-6.00E-01,540,,,20.05,16.01,-8,47,1,q1_q17_dr25_tce,5735,155,-155,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578,14.35
3063,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,13.81733587,9.26E-05,-9.26E-05,135.03413,5.37E-03,-5.37E-03,0.967,0.015,-0.682,4.261,0.119,-0.119,2.23E+02,1.22E+01,-1.22E+01,2.04,5.50E-01,-3.70E-01,781,,,88.04,70.3,-35.11,20.4,2,q1_q17_dr25_tce,5735,155,-155,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578,14.35
3064,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,0.9,0,0,0,0,52.8148051,3.85E-04,-3.85E-04,164.90456,5.35E-03,-5.35E-03,0.002,0.45,-0.002,7.309,0.15,-0.15,5.54E+02,2.10E+01,-2.10E+01,3.33,5.30E-01,-7.30E-01,562,,,23.57,10.03,-9.86,27.4,3,q1_q17_dr25_tce,5565,83,-66,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915
3065,10656823,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.30783912,1.14E-05,-1.14E-05,171.17201,1.04E-03,-1.04E-03,0.019,0.349,-0.019,3.1516,0.0332,-0.0332,7.78E+02,1.32E+01,-1.32E+01,2.15,3.60E-01,-1.80E-01,751,,,75.09,40.14,-18.59,66.4,1,q1_q17_dr25_tce,5320,159,-143,4.589,0.028,-0.105,0.786,0.132,-0.066,288.12097,47.966671,14.813
3067,10656823,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,34.0963441,1.95E-04,-1.95E-04,153.82654,4.67E-03,-4.67E-03,0.386,0.06,-0.386,3.896,0.121,-0.121,4.73E+02,2.34E+01,-2.34E+01,1.71,2.80E-01,-1.50E-01,469,,,11.42,6.11,-2.82,21.5,2,q1_q17_dr25_tce,5320,159,-143,4.589,0.028,-0.105,0.786,0.132,-0.066,288.12097,47.966671,14.813
3069,10718726,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.595769013,9.38E-06,-9.38E-06,170.36915,2.05E-03,-2.05E-03,0.496,0.424,-0.291,3.1569,0.0636,-0.0636,3.84E+02,9.70E+00,-9.70E+00,2.39,3.80E-01,-3.80E-01,1296,,,666.88,279.57,-220.98,45.9,1,q1_q17_dr25_tce,5762,78,-78,4.283,0.137,-0.112,1.196,0.191,-0.191,286.24982,48.06094,14.827
3070,12302530,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE,1,0,0,0,0,52.6615266,1.36E-04,-1.36E-04,183.52054,2.14E-03,-2.14E-03,0.682,0.036,-0.488,3.1592,0.0745,-0.0745,1.08E+03,2.93E+01,-2.93E+01,1.87,1.10E-01,-1.20E-01,271,,,1.28,0.26,-0.25,38.4,2,q1_q17_dr25_tce,3984,71,-86,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258
3071,12470954,K00439.01,Kepler-554 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.902208647,4.14E-07,-4.14E-07,170.449657,1.75E-04,-1.75E-04,0.116,0.163,-0.116,2.19877,0.00854,-0.00854,2.34E+03,7.30E+00,-7.30E+00,4.45,5.30E-01,-3.30E-01,1346,,,778.26,278.83,-163.2,363.2,1,q1_q17_dr25_tce,5400,107,-107,4.463,0.06,-0.097,0.937,0.113,-0.07,296.40686,51.35815,14.313
3073,2438264,K00440.01,Kepler-156 c,CONFIRMED,CANDIDATE,1,0,0,0,0,15.90688891,2.55E-05,-2.55E-05,177.9305,1.28E-03,-1.28E-03,0.014,0.417,-0.014,3.9879,0.044,-0.044,9.25E+02,1.34E+01,-1.34E+01,2.35,1.60E-01,-1.20E-01,588,,,28.32,6.44,-4.86,75,1,q1_q17_dr25_tce,5097,101,-101,4.554,0.036,-0.05,0.797,0.052,-0.042,290.29651,37.749489,14.172
3074,2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.973455252,4.43E-06,-4.43E-06,170.885791,7.11E-04,-7.11E-04,0.817,0.056,-0.576,1.6519,0.0276,-0.0276,7.42E+02,1.31E+01,-1.31E+01,2.46,1.60E-01,-1.30E-01,867,,,133.55,30.37,-22.92,65.4,2,q1_q17_dr25_tce,5097,101,-101,4.554,0.036,-0.05,0.797,0.052,-0.042,290.29651,37.749489,14.172
3077,4454752,K00496.01,Kepler-578 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.616883373,2.28E-06,-2.28E-06,169.80396,1.11E-03,-1.11E-03,0.856,0.086,-0.575,1.6325,0.0413,-0.0413,4.37E+02,1.22E+01,-1.22E+01,4.47,1.01E+00,-2.18E+00,1774,,,2342.49,1389.7,-1759.05,43.9,1,q1_q17_dr25_tce,4868,73,-65,3.902,0.069,-0.138,1.816,0.409,-0.885,288.75494,39.563648,14.411
3079,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.19322809,3.21E-05,-3.21E-05,175.6096,2.03E-03,-2.03E-03,0.005,0.434,-0.005,5.0036,0.0726,-0.0726,5.86E+02,1.24E+01,-1.24E+01,2.94,5.00E-01,-3.70E-01,862,,,130.35,56.52,-36.13,50.9,1,q1_q17_dr25_tce,5946,71,-79,4.309,0.11,-0.121,1.223,0.207,-0.155,294.71017,39.8251,14.606
3080,10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,1,0,0,0,0,10.31174786,1.23E-05,-1.23E-05,134.07991,1.00E-03,-1.00E-03,0.747,0.089,-0.528,3.1818,0.0314,-0.0314,2.76E+02,3.60E+00,-3.60E+00,1.34,9.00E-02,-5.00E-02,634,,,38.13,8.66,-5.75,81.7,2,q1_q17_dr25_tce,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
3081,4757437,K00497.02,Kepler-168 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.42535097,1.71E-05,-1.71E-05,134.56312,3.27E-03,-3.27E-03,0.177,0.261,-0.177,3.504,0.106,-0.106,1.79E+02,9.00E+00,-9.00E+00,1.63,2.80E-01,-2.10E-01,1240,,,559.22,242.5,-154.98,22.1,2,q1_q17_dr25_tce,5946,71,-79,4.309,0.11,-0.121,1.223,0.207,-0.155,294.71017,39.8251,14.606
3082,11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.302139338,4.64E-06,-4.64E-06,173.438922,8.84E-04,-8.84E-04,0.652,0.028,-0.491,2.0289,0.0326,-0.0326,7.47E+02,1.29E+01,-1.29E+01,2.46,1.20E-01,-1.90E-01,937,,,182.7,31.44,-36.11,65.5,1,q1_q17_dr25_tce,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
3083,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.137845914,7.01E-06,-7.01E-06,133.55689,1.89E-03,-1.89E-03,0.454,0.005,-0.454,1.91,0.0577,-0.0577,3.06E+02,1.12E+01,-1.12E+01,1.5,7.00E-02,-1.10E-01,1041,,,277.64,47.78,-54.88,30.8,2,q1_q17_dr25_tce,5041,83,-75,4.479,0.077,-0.033,0.857,0.041,-0.066,296.1514,50.09581,14.707
3087,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE,1,0,0,0,0,20.68420772,5.17E-05,-5.17E-05,170.19034,1.98E-03,-1.98E-03,0.488,0.373,-0.292,6.4415,0.0731,-0.0731,8.59E+02,1.53E+01,-1.53E+01,3.28,1.10E+00,-3.70E-01,729,,,66.83,65.38,-21.24,59.6,1,q1_q17_dr25_tce,6246,167,-223,4.433,0.056,-0.224,1.092,0.365,-0.122,289.83011,50.586239,14.896
3088,9782691,K00590.02,Kepler-193 c,CONFIRMED,CANDIDATE,0.955,0,0,0,0,50.6985408,2.66E-04,-2.66E-04,141.31813,3.67E-03,-3.67E-03,0.137,0.281,-0.137,5.972,0.12,-0.12,6.11E+02,2.13E+01,-2.13E+01,3.58,5.70E-01,-7.00E-01,595,,,29.58,12.42,-11.42,30.1,2,q1_q17_dr25_tce,5876,79,-79,4.151,0.162,-0.108,1.456,0.233,-0.284,296.4986,46.57724,14.615
3092,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.99760285,2.63E-05,-2.63E-05,171.78828,2.04E-03,-2.04E-03,0.851,0.049,-0.588,3.4423,0.0746,-0.0746,6.39E+02,1.83E+01,-1.83E+01,2.82,8.70E-01,-2.90E-01,860,,,129.18,120.13,-38.43,39,1,q1_q17_dr25_tce,6004,181,-199,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957
3093,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,1,0,0,0,0,90.4117992,4.66E-04,-4.66E-04,208.5028,3.80E-03,-3.80E-03,0.849,0.016,-0.596,7.106,0.169,-0.169,1.27E+03,3.72E+01,-3.72E+01,3.96,1.22E+00,-4.10E-01,413,,,6.86,6.37,-2.04,35.4,2,q1_q17_dr25_tce,6004,181,-199,4.484,0.052,-0.208,0.977,0.302,-0.101,294.98914,46.838329,14.957
3094,3745690,K00442.01,Kepler-157 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,13.54057461,3.46E-05,-3.46E-05,171.67762,2.07E-03,-2.07E-03,0.18,0.268,-0.18,4.4673,0.0635,-0.0635,4.61E+02,9.10E+00,-9.10E+00,2.17,3.10E-01,-2.60E-01,779,,,87.1,36.05,-24.01,53.3,1,q1_q17_dr25_tce,5767,115,-104,4.389,0.099,-0.11,1.014,0.145,-0.119,291.09723,38.87561,14.002
3095,3745690,K00442.02,Kepler-157 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.732346403,3.20E-06,-3.20E-06,134.53123,1.55E-03,-1.55E-03,0.184,0.269,-0.184,2.2139,0.05,-0.05,1.82E+02,5.20E+00,-5.20E+00,1.37,1.90E-01,-1.60E-01,1546,,,1345.92,556.95,-370.99,41.2,2,q1_q17_dr25_tce,5767,115,-104,4.389,0.099,-0.11,1.014,0.145,-0.119,291.09723,38.87561,14.002
3097,3745690,K00442.03,Kepler-157 d,CONFIRMED,CANDIDATE,0.868,0,0,0,0,7.0257409,2.35E-05,-2.35E-05,133.62713,2.83E-03,-2.83E-03,0.812,0.129,-0.563,2.245,0.0807,-0.0807,1.91E+02,9.70E+00,-9.70E+00,1.56,2.30E-01,-1.80E-01,969,,,208.92,86.45,-57.59,21.2,3,q1_q17_dr25_tce,5767,115,-104,4.389,0.099,-0.11,1.014,0.145,-0.119,291.09723,38.87561,14.002
3098,3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.21774917,2.71E-05,-2.71E-05,180.0425,1.36E-03,-1.36E-03,0.336,0.079,-0.336,4.9274,0.0462,-0.0462,7.58E+02,1.09E+01,-1.09E+01,2.22,5.90E-01,-1.60E-01,664,,,45.87,35.72,-10.34,80.3,1,q1_q17_dr25_tce,5837,158,-158,4.577,0.033,-0.187,0.798,0.211,-0.056,285.51685,38.9324,14.2
3099,3847138,K00444.01,Kepler-556 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.72291212,2.57E-05,-2.57E-05,177.3196,1.65E-03,-1.65E-03,0.012,0.43,-0.012,4.2064,0.0526,-0.0526,4.92E+02,9.60E+00,-9.60E+00,2.08,2.60E-01,-2.10E-01,766,,,81.46,30.24,-20.94,58.8,1,q1_q17_dr25_tce,5550,110,-110,4.431,0.095,-0.095,0.953,0.12,-0.098,290.52942,38.942661,14.112
3101,4847534,K00499.01,Kepler-579 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.66857386,1.90E-05,-1.90E-05,174.53483,1.62E-03,-1.62E-03,0.8,0.134,-0.547,2.4656,0.0554,-0.0554,4.12E+02,1.30E+01,-1.30E+01,1.9,3.30E-01,-1.90E-01,730,,,67.06,39.47,-19.46,36.9,1,q1_q17_dr25_tce,5288,184,-184,4.541,0.051,-0.119,0.836,0.148,-0.08,295.00204,39.95293,14.272
3102,4852528,K00500.01,Kepler-80 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.053527145,5.91E-06,-5.91E-06,176.474146,6.49E-04,-6.49E-04,0.172,0.162,-0.172,2.3982,0.0262,-0.0262,1.48E+03,1.74E+01,-1.74E+01,2.16,1.20E-01,-1.20E-01,547,,,21.17,4.1,-3.85,92.3,1,q1_q17_dr25_tce,4041,72,-88,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804
3103,4852528,K00500.02,Kepler-80 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.521644639,8.95E-06,-8.95E-06,177.484839,7.26E-04,-7.26E-04,0.023,0.338,-0.023,2.3569,0.0279,-0.0279,1.49E+03,2.02E+01,-2.02E+01,2.16,1.20E-01,-1.20E-01,495,,,14.2,2.75,-2.58,79.2,2,q1_q17_dr25_tce,4041,72,-88,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804
3104,4852528,K00500.03,Kepler-80 d,CONFIRMED,CANDIDATE,1,0,0,0,0,3.072146607,3.51E-06,-3.51E-06,134.030017,9.41E-04,-9.41E-04,0.032,0.323,-0.032,1.8732,0.0286,-0.0286,5.39E+02,1.29E+01,-1.29E+01,1.3,7.00E-02,-7.00E-02,722,,,64.09,12.42,-11.65,44.9,3,q1_q17_dr25_tce,4041,72,-88,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804
3105,4852528,K00500.04,Kepler-80 e,CONFIRMED,CANDIDATE,1,0,0,0,0,4.645382149,6.14E-06,-6.14E-06,134.58939,1.07E-03,-1.07E-03,0.154,0.22,-0.154,2.0271,0.0343,-0.0343,5.66E+02,1.50E+01,-1.50E+01,1.33,8.00E-02,-7.00E-02,629,,,36.9,7.15,-6.71,40.4,5,q1_q17_dr25_tce,4041,72,-88,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804
3106,12058931,K00546.02,Kepler-182 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,9.82578495,3.79E-05,-3.79E-05,131.42495,3.36E-03,-3.36E-03,0.888,0.025,-0.629,5.2498,0.088,-0.088,4.33E+02,1.27E+01,-1.27E+01,2.66,8.80E-01,-3.00E-01,935,,,180.36,176.45,-57.31,38.1,2,q1_q17_dr25_tce,6246,167,-223,4.433,0.056,-0.224,1.092,0.365,-0.122,289.83011,50.586239,14.896
3107,12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE,1,0,0,0,0,25.30291816,2.89E-05,-2.89E-05,188.060148,9.01E-04,-9.01E-04,0.04,0.358,-0.04,4.4903,0.0412,-0.0412,2.11E+03,1.95E+01,-1.95E+01,3.95,2.20E-01,-3.70E-01,535,,,19.39,3.65,-4.42,117.7,1,q1_q17_dr25_tce,5121,84,-76,4.457,0.091,-0.039,0.888,0.049,-0.084,294.5704,50.673019,14.773
3108,12600735,K00548.01,Kepler-596 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.30020491,3.99E-05,-3.99E-05,189.70595,1.50E-03,-1.50E-03,0.075,0.309,-0.075,4.0852,0.0474,-0.0474,6.60E+02,1.22E+01,-1.22E+01,2.99,4.70E-01,-2.80E-01,725,,,65.37,27.07,-14.54,58.1,1,q1_q17_dr25_tce,6008,77,-83,4.35,0.076,-0.123,1.168,0.186,-0.109,289.50067,51.68573,14.02
3109,10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,289.864067,1.21E-03,-1.21E-03,133.69719,2.14E-03,-2.14E-03,0.856,0.043,-0.649,7.565,0.108,-0.108,5.29E+02,1.05E+01,-1.05E+01,2.34,2.20E-01,-2.30E-01,257,,,1.03,0.26,-0.24,57.4,1,q1_q17_dr25_tce,5516,82,-74,4.446,0.104,-0.064,0.886,0.08,-0.089,289.2175,47.88446,11.664
3113,10388286,K00596.01,Kepler-617 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.682695938,1.25E-06,-1.25E-06,170.453117,5.99E-04,-5.99E-04,0.025,0.419,-0.025,1.3867,0.023,-0.023,7.04E+02,1.12E+01,-1.12E+01,1.23,1.00E-01,-1.40E-01,750,,,74.7,20.84,-21.01,75.4,1,q1_q17_dr25_tce,3669,73,-91,4.787,0.054,-0.041,0.47,0.041,-0.051,283.74069,47.516289,14.818
3114,10600261,K00597.01,Kepler-194 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.30795548,5.55E-05,-5.55E-05,176.94326,2.36E-03,-2.36E-03,0,0.422,0,5.1126,0.0763,-0.0763,6.33E+02,1.42E+01,-1.42E+01,3.56,5.70E-01,-7.80E-01,815,,,104.37,44.41,-43.66,46.4,1,q1_q17_dr25_tce,5565,83,-66,4.117,0.201,-0.093,1.439,0.229,-0.315,291.97144,47.86417,14.915
3115,6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.42367744,7.17E-06,-7.17E-06,138.009041,5.84E-04,-5.84E-04,0.005,0.299,-0.005,5.2257,0.021,-0.021,7.77E+02,4.10E+00,-4.10E+00,3.72,6.70E-01,-5.60E-01,1012,,,247.48,124.16,-83.6,204.4,3,q1_q17_dr25_tce,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
